CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,Country,AvgOrderValue,ItemsPerOrder,Cluster,Segment
12488.0,698,3,1015.76,480,43,France,338.58666666666664,160.0,0,At-Risk Customers
12489.0,163,1,207.33,95,11,France,207.33,95.0,1,Recent Engaged Customers
12490.0,97,10,4290.71,2665,124,France,429.071,266.5,1,Recent Engaged Customers
12491.0,334,1,350.75,183,23,France,350.75,183.0,0,At-Risk Customers
12492.0,154,2,227.21,190,18,Germany,113.605,95.0,1,Recent Engaged Customers
12493.0,698,2,332.91,167,16,France,166.455,83.5,0,At-Risk Customers
12494.0,338,7,951.75,685,59,France,135.96428571428572,97.85714285714286,1,Recent Engaged Customers
12497.0,698,1,20.4,24,1,Germany,20.4,24.0,0,At-Risk Customers
12498.0,698,3,349.70000000000005,156,20,Germany,116.56666666666668,52.0,0,At-Risk Customers
12500.0,71,8,529.69,223,25,Germany,66.21125,27.875,1,Recent Engaged Customers
12501.0,163,1,1882.56,1620,139,Germany,1882.56,1620.0,1,Recent Engaged Customers
12502.0,189,5,1895.32,654,82,Spain,379.064,130.8,1,Recent Engaged Customers
12504.0,91,1,60.0,48,2,Germany,60.0,48.0,1,Recent Engaged Customers
12506.0,698,1,73.5,23,23,France,73.5,23.0,0,At-Risk Customers
12507.0,157,3,388.75,190,11,Spain,129.58333333333334,63.333333333333336,1,Recent Engaged Customers
12508.0,61,2,397.88,271,57,France,198.94,135.5,1,Recent Engaged Customers
12509.0,698,1,124.5,50,5,France,124.5,50.0,0,At-Risk Customers
12510.0,698,2,651.85,299,28,Spain,325.925,149.5,0,At-Risk Customers
12512.0,245,2,132.18,96,31,Israel,66.09,48.0,1,Recent Engaged Customers
12513.0,698,1,520.04,456,33,France,520.04,456.0,0,At-Risk Customers
12514.0,698,1,827.38,422,46,Italy,827.38,422.0,0,At-Risk Customers
12515.0,698,1,190.8,120,11,Italy,190.8,120.0,0,At-Risk Customers
12516.0,5,2,270.48,186,10,Germany,135.24,93.0,1,Recent Engaged Customers
12517.0,30,4,2274.65,1348,229,Germany,568.6625,337.0,1,Recent Engaged Customers
12518.0,1,5,1750.09,1296,80,Germany,350.018,259.2,1,Recent Engaged Customers
12519.0,154,1,242.84,168,15,Germany,242.84,168.0,1,Recent Engaged Customers
12520.0,38,5,2094.56,1401,115,Germany,418.912,280.2,1,Recent Engaged Customers
12521.0,698,1,530.73,305,36,Germany,530.73,305.0,0,At-Risk Customers
12522.0,698,2,152.72,92,9,Germany,76.36,46.0,0,At-Risk Customers
12523.0,10,11,1359.61,783,66,France,123.6009090909091,71.18181818181819,1,Recent Engaged Customers
12524.0,71,8,1735.71,1256,77,Germany,216.96375,157.0,1,Recent Engaged Customers
12526.0,90,3,1122.16,620,61,Germany,374.0533333333333,206.66666666666663,1,Recent Engaged Customers
12527.0,698,3,296.71000000000004,229,16,Germany,98.90333333333336,76.33333333333333,0,At-Risk Customers
12528.0,130,6,1219.43,701,39,Germany,203.23833333333332,116.83333333333331,1,Recent Engaged Customers
12530.0,31,4,1099.12,572,45,Germany,274.78000000000003,143.0,1,Recent Engaged Customers
12531.0,698,1,95.27,44,16,Germany,95.27,44.0,0,At-Risk Customers
12532.0,91,1,313.83000000000004,151,15,France,313.83000000000004,151.0,1,Recent Engaged Customers
12534.0,337,1,877.03,636,58,Germany,877.03,636.0,0,At-Risk Customers
12535.0,93,2,593.75,205,23,France,296.875,102.5,1,Recent Engaged Customers
12536.0,31,1,3774.27,2529,237,France,3774.27,2529.0,1,Recent Engaged Customers
12538.0,61,1,324.15,187,20,Spain,324.15,187.0,1,Recent Engaged Customers
12539.0,71,4,4285.900000000001,1966,140,Spain,1071.475,491.5,1,Recent Engaged Customers
12540.0,40,17,8169.12,5366,246,Spain,480.53647058823526,315.6470588235294,1,Recent Engaged Customers
12541.0,61,3,785.58,637,44,Spain,261.86,212.33333333333331,1,Recent Engaged Customers
12544.0,275,1,316.7,134,18,Spain,316.7,134.0,0,At-Risk Customers
12545.0,698,2,731.8,472,36,Spain,365.9,236.0,0,At-Risk Customers
12546.0,698,2,986.08,530,56,Spain,493.04,265.0,0,At-Risk Customers
12547.0,252,2,151.79999999999998,132,6,Spain,75.89999999999999,66.0,1,Recent Engaged Customers
12548.0,698,1,67.19999999999999,48,4,Spain,67.19999999999999,48.0,0,At-Risk Customers
12550.0,698,1,814.88,563,55,Spain,814.88,563.0,0,At-Risk Customers
12551.0,698,1,168.0,100,10,Spain,168.0,100.0,0,At-Risk Customers
12552.0,698,1,214.97,76,11,Italy,214.97,76.0,0,At-Risk Customers
12553.0,1,10,2949.6,1673,88,France,294.96,167.3,1,Recent Engaged Customers
12556.0,34,2,553.41,351,96,Spain,276.705,175.5,1,Recent Engaged Customers
12558.0,302,1,195.08,160,10,USA,195.08,160.0,0,At-Risk Customers
12559.0,698,1,301.41,205,16,Germany,301.41,205.0,0,At-Risk Customers
12560.0,243,2,1826.26,1045,86,Germany,913.13,522.5,1,Recent Engaged Customers
12561.0,70,1,238.85,177,16,Germany,238.85,177.0,1,Recent Engaged Customers
12562.0,217,7,2765.34,1503,92,France,395.04857142857145,214.7142857142857,1,Recent Engaged Customers
12564.0,698,1,352.05,127,18,France,352.05,127.0,0,At-Risk Customers
12565.0,698,1,145.92,80,9,Saudi Arabia,145.92,80.0,0,At-Risk Customers
12566.0,698,1,222.13,208,14,Germany,222.13,208.0,0,At-Risk Customers
12567.0,127,10,7342.16,3929,297,France,734.216,392.9,1,Recent Engaged Customers
12569.0,1,28,2704.69,1573,84,Germany,96.59607142857143,56.17857142857143,1,Recent Engaged Customers
12571.0,64,2,489.37,451,29,France,244.685,225.5,1,Recent Engaged Customers
12572.0,333,2,700.17,397,48,Germany,350.085,198.5,0,At-Risk Customers
12573.0,698,1,150.59,83,25,France,150.59,83.0,0,At-Risk Customers
12574.0,698,1,162.55,57,9,France,162.55,57.0,0,At-Risk Customers
12576.0,131,5,1225.31,915,67,Poland,245.062,183.0,1,Recent Engaged Customers
12577.0,244,3,595.4,466,136,France,198.46666666666667,155.33333333333334,1,Recent Engaged Customers
12578.0,698,2,2306.56,1141,107,Italy,1153.28,570.5,0,At-Risk Customers
12579.0,698,1,360.92,280,26,France,360.92,280.0,0,At-Risk Customers
12580.0,160,1,379.7,236,23,Germany,379.7,236.0,1,Recent Engaged Customers
12581.0,698,1,169.76,159,13,Germany,169.76,159.0,0,At-Risk Customers
12582.0,698,2,313.92,200,18,Finland,156.96,100.0,0,At-Risk Customers
12583.0,1,15,5299.69,3035,103,France,353.31266666666664,202.33333333333331,1,Recent Engaged Customers
12584.0,158,8,1567.1,354,30,Italy,195.8875,44.25,1,Recent Engaged Customers
12585.0,698,2,1304.75,986,69,Germany,652.375,493.0,0,At-Risk Customers
12586.0,698,1,186.54,78,10,Italy,186.54,78.0,0,At-Risk Customers
12587.0,302,1,104.0,50,3,Finland,104.0,50.0,0,At-Risk Customers
12588.0,698,1,79.65,43,5,Finland,79.65,43.0,0,At-Risk Customers
12589.0,30,2,417.28,288,22,France,208.64,144.0,1,Recent Engaged Customers
12590.0,6,1,1152.66,278,14,Germany,1152.66,278.0,1,Recent Engaged Customers
12591.0,698,1,339.0,222,23,Italy,339.0,222.0,0,At-Risk Customers
12592.0,67,2,350.6,228,9,Germany,175.3,114.0,1,Recent Engaged Customers
12593.0,220,3,382.1,204,13,France,127.36666666666666,68.0,1,Recent Engaged Customers
12594.0,64,8,2743.43,1331,45,Italy,342.92875,166.375,1,Recent Engaged Customers
12596.0,37,2,304.17,236,18,Spain,152.085,118.0,1,Recent Engaged Customers
12597.0,96,4,2624.67,1723,153,Spain,656.1675,430.75,1,Recent Engaged Customers
12598.0,30,7,2310.13,1387,74,France,330.0185714285714,198.14285714285717,1,Recent Engaged Customers
12599.0,34,7,764.38,816,31,France,109.19714285714284,116.57142857142856,1,Recent Engaged Customers
12600.0,30,9,1996.22,632,30,Germany,221.8022222222222,70.22222222222223,1,Recent Engaged Customers
12601.0,40,5,371.51,203,19,Germany,74.30199999999999,40.6,1,Recent Engaged Customers
12602.0,1,1,129.22,160,11,France,129.22,160.0,1,Recent Engaged Customers
12603.0,698,1,0.0,1,1,Germany,0.0,1.0,0,At-Risk Customers
12604.0,698,2,236.18,200,14,France,118.09,100.0,0,At-Risk Customers
12607.0,62,1,1539.16,1191,99,USA,1539.16,1191.0,1,Recent Engaged Customers
12609.0,188,3,927.41,543,54,Germany,309.13666666666666,181.0,1,Recent Engaged Customers
12610.0,217,4,1527.34,1022,73,Italy,381.835,255.5,1,Recent Engaged Customers
12611.0,698,1,940.42,634,60,Italy,940.42,634.0,0,At-Risk Customers
12612.0,698,1,654.0,224,17,Germany,654.0,224.0,0,At-Risk Customers
12613.0,698,4,2892.28,1520,119,Germany,723.07,380.0,0,At-Risk Customers
12614.0,161,1,265.85,71,17,Germany,265.85,71.0,1,Recent Engaged Customers
12615.0,152,4,1727.89,999,77,France,431.9725,249.75,1,Recent Engaged Customers
12616.0,216,2,561.6999999999999,272,22,France,280.85,136.0,1,Recent Engaged Customers
12617.0,61,1,333.08,208,37,France,333.08,208.0,1,Recent Engaged Customers
12618.0,698,1,137.31,95,10,Italy,137.31,95.0,0,At-Risk Customers
12619.0,183,8,681.02,708,32,Germany,85.1275,88.5,1,Recent Engaged Customers
12620.0,698,3,1106.02,866,79,France,368.67333333333335,288.6666666666667,0,At-Risk Customers
12621.0,6,19,8039.04,4861,240,Germany,423.1073684210526,255.8421052631579,1,Recent Engaged Customers
12622.0,698,1,123.85,65,8,Germany,123.85,65.0,0,At-Risk Customers
12623.0,130,1,269.1,189,17,Germany,269.1,189.0,1,Recent Engaged Customers
12624.0,698,2,556.38,350,34,France,278.19,175.0,0,At-Risk Customers
12625.0,6,2,1625.82,1301,67,Germany,812.91,650.5,1,Recent Engaged Customers
12626.0,184,9,4945.49,3073,216,Germany,549.4988888888888,341.44444444444446,1,Recent Engaged Customers
12627.0,184,6,3822.0,2247,155,Germany,637.0,374.5,1,Recent Engaged Customers
12628.0,183,3,665.46,403,32,Germany,221.82,134.33333333333334,1,Recent Engaged Customers
12630.0,698,2,921.58,532,54,Finland,460.79,266.0,0,At-Risk Customers
12631.0,698,1,412.5,224,26,Finland,412.5,224.0,0,At-Risk Customers
12633.0,1,4,1429.44,813,66,Germany,357.36,203.25,1,Recent Engaged Customers
12635.0,32,2,1407.19,1007,89,Germany,703.595,503.5,1,Recent Engaged Customers
12637.0,93,8,5397.34,2811,194,France,674.6675,351.375,1,Recent Engaged Customers
12638.0,183,1,498.25,541,37,Sweden,498.25,541.0,1,Recent Engaged Customers
12639.0,698,1,341.2,196,19,Sweden,341.2,196.0,0,At-Risk Customers
12640.0,698,3,707.9300000000001,275,37,France,235.9766666666667,91.66666666666669,0,At-Risk Customers
12641.0,698,1,128.9,69,8,Sweden,128.9,69.0,0,At-Risk Customers
12642.0,698,3,743.77,457,34,Germany,247.9233333333333,152.33333333333334,0,At-Risk Customers
12643.0,281,2,73.28,50,3,France,36.64,25.0,0,At-Risk Customers
12644.0,306,1,417.12,284,27,Germany,417.12,284.0,0,At-Risk Customers
12645.0,183,4,1406.18,896,56,Germany,351.545,224.0,1,Recent Engaged Customers
12646.0,213,2,838.16,454,33,USA,419.08,227.0,1,Recent Engaged Customers
12647.0,32,12,1843.87,880,65,Germany,153.65583333333333,73.33333333333333,1,Recent Engaged Customers
12648.0,126,1,255.3,154,19,Germany,255.3,154.0,1,Recent Engaged Customers
12649.0,36,3,518.9300000000001,313,22,Germany,172.9766666666667,104.33333333333331,1,Recent Engaged Customers
12650.0,182,1,242.44000000000003,250,19,France,242.44000000000003,250.0,1,Recent Engaged Customers
12651.0,101,1,114.0,78,9,France,114.0,78.0,1,Recent Engaged Customers
12652.0,10,1,764.08,496,46,France,764.08,496.0,1,Recent Engaged Customers
12653.0,698,2,1028.21,523,29,Israel,514.105,261.5,0,At-Risk Customers
12654.0,303,5,499.33,257,28,Germany,99.866,51.4,1,Recent Engaged Customers
12656.0,698,5,1954.05,933,68,France,390.81,186.6,0,At-Risk Customers
12657.0,698,3,638.9000000000001,313,24,France,212.9666666666667,104.33333333333331,0,At-Risk Customers
12658.0,698,1,551.3,308,30,Germany,551.3,308.0,0,At-Risk Customers
12659.0,61,1,45.6,32,3,France,45.6,32.0,1,Recent Engaged Customers
12660.0,698,1,203.7,90,11,France,203.7,90.0,0,At-Risk Customers
12662.0,90,11,3464.33,1976,124,Germany,314.9390909090909,179.63636363636363,1,Recent Engaged Customers
12664.0,1,4,406.8,144,8,Finland,101.7,36.0,1,Recent Engaged Customers
12665.0,698,1,45.0,36,2,Germany,45.0,36.0,0,At-Risk Customers
12667.0,1,1,426.13,387,30,Finland,426.13,387.0,1,Recent Engaged Customers
12668.0,698,4,2826.2,1398,105,Germany,706.55,349.5,0,At-Risk Customers
12669.0,4,2,1335.22,1059,90,France,667.61,529.5,1,Recent Engaged Customers
12670.0,61,5,2278.27,1065,53,France,455.654,213.0,1,Recent Engaged Customers
12672.0,698,1,225.9,78,10,France,225.9,78.0,0,At-Risk Customers
12673.0,243,2,568.22,319,40,Germany,284.11,159.5,1,Recent Engaged Customers
12674.0,93,4,1305.44,790,45,France,326.36,197.5,1,Recent Engaged Customers
12676.0,125,6,1031.39,616,32,Sweden,171.89833333333334,102.66666666666669,1,Recent Engaged Customers
12678.0,219,8,1359.8,645,36,France,169.975,80.625,1,Recent Engaged Customers
12679.0,342,1,639.86,320,38,France,639.86,320.0,0,At-Risk Customers
12680.0,32,4,736.97,399,29,France,184.2425,99.75,1,Recent Engaged Customers
12681.0,34,21,10297.02,6279,251,France,490.3342857142857,299.0,1,Recent Engaged Customers
12682.0,3,30,9039.74,4502,199,France,301.32466666666664,150.06666666666666,1,Recent Engaged Customers
12683.0,6,14,5378.91,3921,167,France,384.2078571428571,280.07142857142856,1,Recent Engaged Customers
12684.0,67,6,1646.19,1439,57,France,274.365,239.83333333333331,1,Recent Engaged Customers
12685.0,30,6,2501.25,1430,112,France,416.875,238.33333333333331,1,Recent Engaged Customers
12686.0,639,1,71.14,106,6,France,71.14,106.0,0,At-Risk Customers
12688.0,698,1,2932.64,1864,134,Israel,2932.64,1864.0,0,At-Risk Customers
12689.0,247,2,1020.21,610,54,France,510.105,305.0,1,Recent Engaged Customers
12690.0,698,1,265.11,97,13,France,265.11,97.0,0,At-Risk Customers
12691.0,1,4,710.0,256,20,France,177.5,64.0,1,Recent Engaged Customers
12693.0,6,4,584.21,233,30,Germany,146.0525,58.25,1,Recent Engaged Customers
12694.0,96,2,447.62,406,26,France,223.81,203.0,1,Recent Engaged Customers
12695.0,245,4,551.0600000000001,182,21,France,137.765,45.5,1,Recent Engaged Customers
12697.0,30,3,676.71,399,34,Sweden,225.57,133.0,1,Recent Engaged Customers
12700.0,128,4,4063.6,2675,183,France,1015.9,668.75,1,Recent Engaged Customers
12701.0,37,2,684.25,636,46,Germany,342.125,318.0,1,Recent Engaged Customers
12702.0,698,1,201.0,52,11,Germany,201.0,52.0,0,At-Risk Customers
12703.0,698,1,265.55,163,20,Germany,265.55,163.0,0,At-Risk Customers
12704.0,244,8,1260.48,667,54,Finland,157.56,83.375,1,Recent Engaged Customers
12705.0,129,8,5596.3,3499,212,Germany,699.5375,437.375,1,Recent Engaged Customers
12707.0,698,1,433.42,240,30,France,433.42,240.0,0,At-Risk Customers
12708.0,61,10,2150.96,1267,75,Germany,215.096,126.7,1,Recent Engaged Customers
12709.0,1,14,5145.27,2309,82,Germany,367.5192857142857,164.92857142857142,1,Recent Engaged Customers
12710.0,246,3,942.82,802,70,Germany,314.2733333333333,267.3333333333333,1,Recent Engaged Customers
12712.0,10,13,3321.23,905,48,Germany,255.4792307692308,69.61538461538461,1,Recent Engaged Customers
12713.0,90,1,722.85,499,36,Germany,722.85,499.0,1,Recent Engaged Customers
12714.0,698,5,3863.13,2819,206,France,772.626,563.8,0,At-Risk Customers
12715.0,698,1,263.36,190,19,Sweden,263.36,190.0,0,At-Risk Customers
12716.0,182,2,912.91,627,55,France,456.455,313.5,1,Recent Engaged Customers
12717.0,34,2,774.03,499,46,Greece,387.015,249.5,1,Recent Engaged Customers
12718.0,698,1,182.35,199,17,France,182.35,199.0,0,At-Risk Customers
12719.0,215,2,498.55,363,30,France,249.275,181.5,1,Recent Engaged Customers
12720.0,4,25,4472.09,3725,197,Germany,178.8836,149.0,1,Recent Engaged Customers
12721.0,96,6,2139.99,1758,120,France,356.665,293.0,1,Recent Engaged Customers
12722.0,4,3,775.0,524,45,France,258.3333333333333,174.66666666666666,1,Recent Engaged Customers
12723.0,182,4,580.33,389,48,France,145.0825,97.25,1,Recent Engaged Customers
12724.0,40,4,923.41,439,46,France,230.8525,109.75,1,Recent Engaged Customers
12725.0,639,1,371.8,162,23,Italy,371.8,162.0,0,At-Risk Customers
12726.0,30,7,1550.1,1440,48,France,221.44285714285712,205.7142857142857,1,Recent Engaged Customers
12727.0,216,7,3056.12,1702,103,France,436.5885714285714,243.14285714285717,1,Recent Engaged Customers
12728.0,40,4,612.43,359,33,France,153.1075,89.75,1,Recent Engaged Customers
12729.0,698,1,377.21,227,23,France,377.21,227.0,0,At-Risk Customers
12731.0,36,10,7214.49,2911,80,France,721.449,291.1,1,Recent Engaged Customers
12732.0,698,1,178.26000000000002,78,10,France,178.26000000000002,78.0,0,At-Risk Customers
12733.0,698,1,276.85,95,20,USA,276.85,95.0,0,At-Risk Customers
12734.0,698,1,110.4,88,4,France,110.4,88.0,0,At-Risk Customers
12735.0,193,2,390.97,333,28,France,195.485,166.5,1,Recent Engaged Customers
12736.0,40,1,93.6,48,2,France,93.6,48.0,1,Recent Engaged Customers
