CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,Country,AvgOrderValue,ItemsPerOrder
12579.0,698,1,360.92,280,26,France,360.92,280.0
12580.0,160,1,379.7,236,23,Germany,379.7,236.0
12581.0,698,1,169.76,159,13,Germany,169.76,159.0
12582.0,698,2,313.92,200,18,Finland,156.96,100.0
12583.0,1,15,5299.69,3035,103,France,353.31266666666664,202.33333333333334
12584.0,158,8,1567.1000000000001,354,30,Italy,195.88750000000002,44.25
12585.0,698,2,1304.75,986,69,Germany,652.375,493.0
12586.0,698,1,186.54000000000002,78,10,Italy,186.54000000000002,78.0
12587.0,302,1,104.0,50,3,Finland,104.0,50.0
12588.0,698,1,79.65,43,5,Finland,79.65,43.0
12589.0,30,2,417.28,288,22,France,208.64,144.0
12590.0,6,1,1152.66,278,14,Germany,1152.66,278.0
12591.0,698,1,339.0,222,23,Italy,339.0,222.0
12592.0,67,2,350.6,228,9,Germany,175.3,114.0
12593.0,220,3,382.09999999999997,204,13,France,127.36666666666666,68.0
12594.0,64,8,2743.43,1331,45,Italy,342.92875,166.375
12596.0,37,2,304.17,236,18,Spain,152.085,118.0
12597.0,96,4,2624.67,1723,153,Spain,656.1675,430.75
12598.0,30,7,2310.13,1387,74,France,330.0185714285714,198.14285714285714
12599.0,34,7,764.38,816,31,France,109.19714285714285,116.57142857142857
12600.0,30,9,1996.22,632,30,Germany,221.8022222222222,70.22222222222223
12601.0,40,5,371.51,203,19,Germany,74.30199999999999,40.6
12602.0,1,1,129.22,160,11,France,129.22,160.0
12603.0,698,1,0.0,1,1,Germany,0.0,1.0
12604.0,698,2,236.18,200,14,France,118.09,100.0
12607.0,62,1,1539.16,1191,99,USA,1539.16,1191.0
12609.0,188,3,927.41,543,54,Germany,309.13666666666666,181.0
12610.0,217,4,1527.34,1022,73,Italy,381.835,255.5
12611.0,698,1,940.42,634,60,Italy,940.42,634.0
12612.0,698,1,654.0,224,17,Germany,654.0,224.0
12613.0,698,4,2892.28,1520,119,Germany,723.07,380.0
12614.0,161,1,265.85,71,17,Germany,265.85,71.0
12615.0,152,4,1727.89,999,77,France,431.9725,249.75
12616.0,216,2,561.6999999999999,272,22,France,280.84999999999997,136.0
12617.0,61,1,333.08,208,37,France,333.08,208.0
12618.0,698,1,137.31,95,10,Italy,137.31,95.0
12619.0,183,8,681.02,708,32,Germany,85.1275,88.5
12620.0,698,3,1106.02,866,79,France,368.67333333333335,288.6666666666667
12621.0,6,19,8039.04,4861,240,Germany,423.1073684210526,255.8421052631579
12622.0,698,1,123.85,65,8,Germany,123.85,65.0
12623.0,130,1,269.1,189,17,Germany,269.1,189.0
12624.0,698,2,556.38,350,34,France,278.19,175.0
12625.0,6,2,1625.82,1301,67,Germany,812.91,650.5
12626.0,184,9,4945.49,3073,216,Germany,549.4988888888888,341.44444444444446
12627.0,184,6,3822.0,2247,155,Germany,637.0,374.5
12628.0,183,3,665.46,403,32,Germany,221.82000000000002,134.33333333333334
12630.0,698,2,921.58,532,54,Finland,460.79,266.0
12631.0,698,1,412.5,224,26,Finland,412.5,224.0
12633.0,1,4,1429.44,813,66,Germany,357.36,203.25
12635.0,32,2,1407.19,1007,89,Germany,703.595,503.5
12637.0,93,8,5397.34,2811,194,France,674.6675,351.375
12638.0,183,1,498.25,541,37,Sweden,498.25,541.0
12639.0,698,1,341.2,196,19,Sweden,341.2,196.0
12640.0,698,3,707.9300000000001,275,37,France,235.9766666666667,91.66666666666667
12641.0,698,1,128.9,69,8,Sweden,128.9,69.0
12642.0,698,3,743.77,457,34,Germany,247.92333333333332,152.33333333333334
12643.0,281,2,73.28,50,3,France,36.64,25.0
12644.0,306,1,417.12,284,27,Germany,417.12,284.0
12645.0,183,4,1406.18,896,56,Germany,351.545,224.0
12646.0,213,2,838.16,454,33,USA,419.08,227.0
12647.0,32,12,1843.87,880,65,Germany,153.65583333333333,73.33333333333333
12648.0,126,1,255.3,154,19,Germany,255.3,154.0
12649.0,36,3,518.9300000000001,313,22,Germany,172.9766666666667,104.33333333333333
12650.0,182,1,242.44000000000003,250,19,France,242.44000000000003,250.0
12651.0,101,1,114.0,78,9,France,114.0,78.0
12652.0,10,1,764.08,496,46,France,764.08,496.0
12653.0,698,2,1028.21,523,29,Israel,514.105,261.5
12654.0,303,5,499.33,257,28,Germany,99.866,51.4
12656.0,698,5,1954.05,933,68,France,390.81,186.6
12657.0,698,3,638.9000000000001,313,24,France,212.9666666666667,104.33333333333333
12658.0,698,1,551.3,308,30,Germany,551.3,308.0
12659.0,61,1,45.6,32,3,France,45.6,32.0
12660.0,698,1,203.7,90,11,France,203.7,90.0
12662.0,90,11,3464.33,1976,124,Germany,314.9390909090909,179.63636363636363
12664.0,1,4,406.8,144,8,Finland,101.7,36.0
12665.0,698,1,45.0,36,2,Germany,45.0,36.0
12667.0,1,1,426.13,387,30,Finland,426.13,387.0
12668.0,698,4,2826.2,1398,105,Germany,706.55,349.5
12669.0,4,2,1335.22,1059,90,France,667.61,529.5
12670.0,61,5,2278.27,1065,53,France,455.654,213.0
12672.0,698,1,225.89999999999998,78,10,France,225.89999999999998,78.0
12673.0,243,2,568.22,319,40,Germany,284.11,159.5
12674.0,93,4,1305.44,790,45,France,326.36,197.5
12676.0,125,6,1031.39,616,32,Sweden,171.89833333333334,102.66666666666667
12678.0,219,8,1359.8,645,36,France,169.975,80.625
12679.0,342,1,639.86,320,38,France,639.86,320.0
12680.0,32,4,736.97,399,29,France,184.2425,99.75
12681.0,34,21,10297.02,6279,251,France,490.3342857142857,299.0
12682.0,3,30,9039.74,4502,199,France,301.32466666666664,150.06666666666666
12683.0,6,14,5378.91,3921,167,France,384.2078571428571,280.07142857142856
12684.0,67,6,1646.19,1439,57,France,274.365,239.83333333333334
12685.0,30,6,2501.25,1430,112,France,416.875,238.33333333333334
12686.0,639,1,71.14,106,6,France,71.14,106.0
12688.0,698,1,2932.64,1864,134,Israel,2932.64,1864.0
12689.0,247,2,1020.21,610,54,France,510.105,305.0
12690.0,698,1,265.11,97,13,France,265.11,97.0
12691.0,1,4,710.0,256,20,France,177.5,64.0
12693.0,6,4,584.21,233,30,Germany,146.0525,58.25
12694.0,96,2,447.62,406,26,France,223.81,203.0
12695.0,245,4,551.0600000000001,182,21,France,137.76500000000001,45.5
12697.0,30,3,676.71,399,34,Sweden,225.57000000000002,133.0
12700.0,128,4,4063.6,2675,183,France,1015.9,668.75
12701.0,37,2,684.25,636,46,Germany,342.125,318.0
12702.0,698,1,201.0,52,11,Germany,201.0,52.0
12703.0,698,1,265.55,163,20,Germany,265.55,163.0
12704.0,244,8,1260.48,667,54,Finland,157.56,83.375
12705.0,129,8,5596.3,3499,212,Germany,699.5375,437.375
12707.0,698,1,433.42,240,30,France,433.42,240.0
12708.0,61,10,2150.96,1267,75,Germany,215.096,126.7
12709.0,1,14,5145.27,2309,82,Germany,367.51928571428573,164.92857142857142
12710.0,246,3,942.8199999999999,802,70,Germany,314.2733333333333,267.3333333333333
12712.0,10,13,3321.23,905,48,Germany,255.47923076923078,69.61538461538461
12713.0,90,1,722.85,499,36,Germany,722.85,499.0
12714.0,698,5,3863.13,2819,206,France,772.626,563.8
12715.0,698,1,263.36,190,19,Sweden,263.36,190.0
12716.0,182,2,912.91,627,55,France,456.455,313.5
12717.0,34,2,774.03,499,46,Greece,387.015,249.5
12718.0,698,1,182.35,199,17,France,182.35,199.0
12719.0,215,2,498.55,363,30,France,249.275,181.5
12720.0,4,25,4472.09,3725,197,Germany,178.8836,149.0
12721.0,96,6,2139.99,1758,120,France,356.66499999999996,293.0
12722.0,4,3,775.0,524,45,France,258.3333333333333,174.66666666666666
12723.0,182,4,580.33,389,48,France,145.0825,97.25
12724.0,40,4,923.41,439,46,France,230.8525,109.75
12725.0,639,1,371.8,162,23,Italy,371.8,162.0
12726.0,30,7,1550.1,1440,48,France,221.44285714285712,205.71428571428572
12727.0,216,7,3056.12,1702,103,France,436.5885714285714,243.14285714285714
12728.0,40,4,612.43,359,33,France,153.1075,89.75
12729.0,698,1,377.21000000000004,227,23,France,377.21000000000004,227.0
12731.0,36,10,7214.49,2911,80,France,721.449,291.1
12732.0,698,1,178.26000000000002,78,10,France,178.26000000000002,78.0
12733.0,698,1,276.85,95,20,USA,276.85,95.0
12734.0,698,1,110.39999999999999,88,4,France,110.39999999999999,88.0
12735.0,193,2,390.96999999999997,333,28,France,195.48499999999999,166.5
12736.0,40,1,93.6,48,2,France,93.6,48.0
12738.0,667,1,110.4,144,8,Germany,110.4,144.0
12739.0,336,1,516.0,383,31,United Arab Emirates,516.0,383.0
12740.0,154,1,376.6,300,25,France,376.6,300.0
12743.0,698,2,434.83,305,106,Unspecified,217.415,152.5
12744.0,221,4,5066.83,2057,132,Singapore,1266.7075,514.25
12747.0,152,11,2704.61,975,35,United Kingdom,245.87363636363636,88.63636363636364
12748.0,6,199,21605.63,15179,1644,United Kingdom,108.57100502512563,76.27638190954774
12749.0,67,5,2891.98,1244,129,United Kingdom,578.396,248.8
12750.0,278,1,217.98,131,12,Poland,217.98,131.0
12752.0,698,1,961.82,418,20,Norway,961.82,418.0
12753.0,100,6,1988.77,515,22,Japan,331.46166666666664,85.83333333333333
12754.0,161,2,61.62,49,49,Japan,30.81,24.5
12755.0,252,1,7.6,2,2,Japan,7.6,2.0
12756.0,698,1,50.879999999999995,72,3,Japan,50.879999999999995,72.0
12757.0,6,7,3197.4,1944,226,Portugal,456.7714285714286,277.7142857142857
12758.0,130,2,1532.19,1075,62,Portugal,766.095,537.5
12759.0,99,3,1294.99,852,75,Netherlands,431.66333333333336,284.0
12762.0,302,2,1227.8,716,58,Portugal,613.9,358.0
12763.0,578,1,320.08,196,16,Japan,320.08,196.0
12764.0,698,1,984.6800000000001,326,34,Lebanon,984.6800000000001,326.0
12766.0,101,7,6078.82,3280,197,Portugal,868.4028571428571,468.57142857142856
12769.0,698,1,968.4,340,31,Brazil,968.4,340.0
12772.0,31,1,615.3199999999999,538,45,Portugal,615.3199999999999,538.0
12775.0,280,5,1048.74,720,43,Netherlands,209.748,144.0
12778.0,96,6,524.29,539,33,Netherlands,87.38166666666666,89.83333333333333
12779.0,221,8,2667.23,1357,69,Poland,333.40375,169.625
12781.0,154,2,594.54,362,18,Czech Republic,297.27,181.0
12782.0,213,5,1827.3700000000001,969,76,Portugal,365.47400000000005,193.8
12783.0,152,4,1159.2,550,66,Portugal,289.8,137.5
12784.0,698,1,455.46999999999997,276,51,Portugal,455.46999999999997,276.0
12785.0,425,1,239.0,128,12,Portugal,239.0,128.0
12787.0,93,3,356.26,228,16,Netherlands,118.75333333333333,76.0
12790.0,698,1,215.32000000000002,156,17,Netherlands,215.32000000000002,156.0
12792.0,698,1,329.59,214,23,Portugal,329.59,214.0
12793.0,101,2,395.48,252,20,Portugal,197.74,126.0
12794.0,305,2,795.51,554,41,Portugal,397.755,277.0
12795.0,698,1,192.33,53,9,Portugal,192.33,53.0
12797.0,455,1,206.13,115,11,Portugal,206.13,115.0
12802.0,188,1,397.58,312,24,Netherlands,397.58,312.0
12808.0,127,3,445.7,186,25,Portugal,148.56666666666666,62.0
12809.0,698,1,359.91,213,22,Portugal,359.91,213.0
12811.0,698,2,416.55,190,25,Portugal,208.275,95.0
12812.0,698,1,229.64000000000001,164,15,Japan,229.64000000000001,164.0
12815.0,698,2,735.96,336,34,Poland,367.98,168.0
12816.0,216,2,361.3,119,22,Poland,180.65,59.5
12817.0,283,1,126.03999999999999,52,3,Austria,126.03999999999999,52.0
12818.0,698,1,267.6,96,7,Austria,267.6,96.0
12820.0,182,4,923.62,674,54,United Kingdom,230.905,168.5
12821.0,97,1,75.72,68,5,United Kingdom,75.72,68.0
12822.0,698,2,759.1800000000001,458,38,United Kingdom,379.59000000000003,229.0
12824.0,31,1,397.12,232,25,United Kingdom,397.12,232.0
12826.0,61,7,1460.8,1010,57,United Kingdom,208.68571428571428,144.28571428571428
12827.0,153,3,430.15000000000003,197,19,United Kingdom,143.38333333333335,65.66666666666667
12828.0,152,6,961.96,489,44,United Kingdom,160.32666666666668,81.5
12829.0,163,2,60.3,10,4,United Kingdom,30.15,5.0
12831.0,698,1,124.75,61,6,United Kingdom,124.75,61.0
12832.0,153,2,383.03,195,27,United Kingdom,191.515,97.5
12833.0,698,1,322.93,147,18,United Kingdom,322.93,147.0
12834.0,311,1,312.38,110,18,United Kingdom,312.38,110.0
12836.0,31,4,1867.77,941,129,United Kingdom,466.9425,235.25
12837.0,698,1,74.65,19,9,United Kingdom,74.65,19.0
12838.0,183,2,591.5,347,111,United Kingdom,295.75,173.5
12839.0,96,14,5204.37,3474,92,United Kingdom,371.74071428571426,248.14285714285714
12840.0,66,4,2726.77,1511,67,United Kingdom,681.6925,377.75
12841.0,5,25,3316.7200000000003,2245,216,United Kingdom,132.6688,89.8
12842.0,253,2,582.3100000000001,378,27,United Kingdom,291.15500000000003,189.0
12843.0,67,7,1419.84,655,61,United Kingdom,202.8342857142857,93.57142857142857
12844.0,61,2,325.96000000000004,125,47,United Kingdom,162.98000000000002,62.5
12845.0,698,2,54.79,23,23,United Kingdom,27.395,11.5
12847.0,698,1,672.64,561,65,United Kingdom,672.64,561.0
12849.0,122,2,737.14,402,39,United Kingdom,368.57,201.0
12851.0,246,1,104.91,104,41,United Kingdom,104.91,104.0
12852.0,698,1,264.15000000000003,145,15,United Kingdom,264.15000000000003,145.0
12853.0,698,6,1418.0,536,58,United Kingdom,236.33333333333334,89.33333333333333
12854.0,7,3,1105.9,539,91,United Kingdom,368.6333333333334,179.66666666666666
12855.0,667,1,38.1,30,3,United Kingdom,38.1,30.0
12856.0,30,6,1960.03,1012,146,United Kingdom,326.6716666666667,168.66666666666666
12857.0,70,2,831.15,314,32,United Kingdom,415.575,157.0
12863.0,698,1,109.2,48,3,United Kingdom,109.2,48.0
12864.0,698,1,10.2,12,1,United Kingdom,10.2,12.0
12865.0,125,2,1371.72,864,80,Austria,685.86,432.0
12866.0,342,1,376.72,155,22,Belgium,376.72,155.0
12867.0,97,7,3692.94,3724,236,United Kingdom,527.5628571428572,532.0
12868.0,10,6,1534.71,921,68,United Kingdom,255.785,153.5
12871.0,698,2,135.84,104,7,United Kingdom,67.92,52.0
12872.0,455,2,507.12,284,55,United Kingdom,253.56,142.0
12876.0,698,2,1100.82,846,54,Belgium,550.41,423.0
12877.0,156,12,1413.31,1083,94,United Kingdom,117.77583333333332,90.25
12878.0,698,2,854.99,547,38,United Kingdom,427.495,273.5
12879.0,93,3,220.66,106,5,United Kingdom,73.55333333333333,35.333333333333336
12881.0,99,1,69.0,16,4,United Kingdom,69.0,16.0
12882.0,183,2,995.4,140,10,United Kingdom,497.7,70.0
12883.0,32,4,593.87,187,32,United Kingdom,148.4675,46.75
12884.0,2,1,139.05,41,6,United Kingdom,139.05,41.0
12885.0,125,3,993.12,639,57,United Kingdom,331.04,213.0
12886.0,250,2,1141.8600000000001,620,65,United Kingdom,570.9300000000001,310.0
12888.0,97,2,187.92000000000002,60,2,United Kingdom,93.96000000000001,30.0
12890.0,698,1,369.88,220,77,United Kingdom,369.88,220.0
12893.0,91,1,176.55,90,27,United Kingdom,176.55,90.0
12895.0,698,2,335.05,207,20,United Kingdom,167.525,103.5
12897.0,39,2,100.50000000000001,30,2,United Kingdom,50.25000000000001,15.0
12901.0,36,15,1162.35,705,24,United Kingdom,77.49,47.0
12902.0,698,1,87.78,62,7,United Kingdom,87.78,62.0
12904.0,698,2,338.21,242,52,United Kingdom,169.105,121.0
12906.0,698,5,1157.52,622,40,United Kingdom,231.504,124.4
12909.0,698,5,1054.23,745,59,United Kingdom,210.846,149.0
12910.0,7,8,2297.02,1034,40,United Kingdom,287.1275,129.25
12912.0,333,4,834.66,314,14,United Kingdom,208.665,78.5
12913.0,39,5,1088.45,447,27,United Kingdom,217.69,89.4
12915.0,667,2,216.95,79,12,United Kingdom,108.475,39.5
